candidate_record_id,display_name,source_label,mapped_canonical_sphere_id,qa2_prior_classification,cat1_classification,confirmed_selectable_talent,owner_selectable_output,reason,packet_type,catalog_role,source_refs,source_context,owner_ruling_id,source_provenance,record_commitment_sha256
TAL_FLOWERS_IMMEDIATE_BLOOM,Immediate Bloom,Flowers,tianxia.sphere.flowers,sphere_base_ability,BASE_SPHERE_ABILITY,false,false,The canonical packet type source_verified_base_ability_packet explicitly identifies a non-Talent source role.,source_verified_base_ability_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Base Sphere Abilities > Cultivate Blossom > Immediate Bloom""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Base Sphere Abilities > Cultivate Blossom > Immediate Bloom""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_IMMEDIATE_BLOOM"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a991b1b4009d9dedfc8b99bc5669d536cc967bc1ad73453392f6c2593ea6df98
TAL_FLOWERS_IMMORTAL_LOTUS_SEED,Immortal Lotus Seed,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:31209: actual_talent.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: NASCENT SOUL REALM FLOWER TALENTS > Immortal Lotus Seed - Blossom""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: NASCENT SOUL REALM FLOWER TALENTS > Immortal Lotus Seed - Blossom""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_IMMORTAL_LOTUS_SEED"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b1162284ba818d218d124084cb769cc2313f6212455fbf78690b6e686c53a38d
TAL_FLOWERS_INNER_GARDEN,Inner Garden,Flowers,tianxia.sphere.flowers,variant_expression,VARIANT_EXPRESSION,false,false,The canonical packet type source_verified_variant_scripture_packet explicitly identifies a non-Talent source role.,source_verified_variant_scripture_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: OPTIONAL FLOWER CULTIVATION VARIANTS > Inner Garden""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: OPTIONAL FLOWER CULTIVATION VARIANTS > Inner Garden""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_INNER_GARDEN"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",24194f911351241af0423dd672d6d88bb5abf0619982bbcb2919e9d15818cdaf
TAL_FLOWERS_LAYERED_BOUQUET,Layered Bouquet,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30918: actual_talent.,source_verified_augment_modifier_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: FOUNDATION REALM FLOWER TALENTS > Layered Bouquet - Fragrance Augment""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: FOUNDATION REALM FLOWER TALENTS > Layered Bouquet - Fragrance Augment""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_LAYERED_BOUQUET"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f9cc297450174f95a2046f48f7270a037d9be3fa344377804c0eeed938a92d02
TAL_FLOWERS_LINGERING_FRAGRANCE,Lingering Fragrance,Flowers,tianxia.sphere.flowers,sphere_base_ability,BASE_SPHERE_ABILITY,false,false,The canonical packet type source_verified_base_ability_packet explicitly identifies a non-Talent source role.,source_verified_base_ability_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Base Sphere Abilities > Fragrance > Lingering Fragrance""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Base Sphere Abilities > Fragrance > Lingering Fragrance""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_LINGERING_FRAGRANCE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",63451f578d1e4e1778c4ee1875f9c4e31a090c9166cd212543a3983ca9cec39d
TAL_FLOWERS_LOTUS_PHYSICIAN,Lotus Physician,Flowers,tianxia.sphere.flowers,cultivation_insight,CULTIVATION_INSIGHT,false,false,The canonical packet type source_verified_cultivation_insight_packet explicitly identifies a non-Talent source role.,source_verified_cultivation_insight_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CULTIVATION INSIGHTS > Lotus Physician""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CULTIVATION INSIGHTS > Lotus Physician""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_LOTUS_PHYSICIAN"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",2827c4f2310af142e228c046741917895967b6f22789f1dbedacc0781953c969
TAL_FLOWERS_LOTUS_STEP,Lotus Step,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30796: actual_talent.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Lotus Step - Unique Flower Talent""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Lotus Step - Unique Flower Talent""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_LOTUS_STEP"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f64a80aaacc1d0e857a74a86cf14cd5c892a9efd369e7a7bc06408a4cb7e7dae
TAL_FLOWERS_MEDICINAL_BLOSSOM,Medicinal Blossom,Flowers,tianxia.sphere.flowers,sphere_base_ability,BASE_SPHERE_ABILITY,false,false,The canonical packet type source_verified_base_ability_packet explicitly identifies a non-Talent source role.,source_verified_base_ability_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Base Sphere Abilities > Medicinal Blossom - Blossom""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Base Sphere Abilities > Medicinal Blossom - Blossom""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_MEDICINAL_BLOSSOM"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",75118f22ad59255aa38269ec71b3674aa581b54bc42aaa9e68b3984acb996a07
TAL_FLOWERS_PETAL_DART,Petal Dart,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30705: actual_talent.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Petal Dart - Unique Flower Talent""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Petal Dart - Unique Flower Talent""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_PETAL_DART"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",9f6816c869a04ccbe9050a68cae38f8acf89566ad5561839ecd0414586f1fec1
TAL_FLOWERS_PETAL_WARD,Petal Ward,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30774: actual_talent.,source_verified_reaction_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Petal Ward - Unique Flower Talent""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Petal Ward - Unique Flower Talent""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_PETAL_WARD"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",854ccf35314d53a18a0a6ce1d3ef5680c61e60f626d4cc06445c710cb2a7db95
TAL_FLOWERS_PIERCING_PETALS,Piercing Petals,Flowers,tianxia.sphere.flowers,structural_label,STRUCTURAL_HEADING,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:31089: structural_label.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom > Piercing Petals""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom > Piercing Petals""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_PIERCING_PETALS"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",ba3208b90cb3156856f39fe22f9604b977b0524266bb711b5d1a5fbbbcaf0c50
TAL_FLOWERS_POISON_BLOSSOM,Poison Blossom,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30850: actual_talent.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: FOUNDATION REALM FLOWER TALENTS > Poison Blossom - Fragrance""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: FOUNDATION REALM FLOWER TALENTS > Poison Blossom - Fragrance""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_POISON_BLOSSOM"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",aeec0e7b55c2b33ee3cf2c45d7bf0a4998b2812ef8c5ea590277aa8c45495b02
TAL_FLOWERS_POISON_GARDEN_ADEPT,Poison Garden Adept,Flowers,tianxia.sphere.flowers,cultivation_insight,CULTIVATION_INSIGHT,false,false,The canonical packet type source_verified_cultivation_insight_packet explicitly identifies a non-Talent source role.,source_verified_cultivation_insight_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CULTIVATION INSIGHTS > Poison Garden Adept""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CULTIVATION INSIGHTS > Poison Garden Adept""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_POISON_GARDEN_ADEPT"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",13c97650c8fd110f7e6d42695ffb0c649f1961d43e3fcc29a8d522d8892d2d5a
TAL_FLOWERS_PURIFYING_POLLEN,Purifying Pollen,Flowers,tianxia.sphere.flowers,structural_label,STRUCTURAL_HEADING,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:31075: structural_label.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom > Purifying Pollen""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom > Purifying Pollen""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_PURIFYING_POLLEN"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",903864b7cc36b50640334fb5cbbec14553da21aa1cb94e125005ca3aed92b960
TAL_FLOWERS_QI_CULTIVATION,Qi Cultivation,Flowers,tianxia.sphere.flowers,path_expression,PATH_EXPRESSION,false,false,"The canonical row is a Path expression heading, not a separately acquirable generic Talent.",source_verified_path_synergy_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: PATH SYNERGIES > Qi Cultivation - Living Fragrance""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: PATH SYNERGIES > Qi Cultivation - Living Fragrance""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_QI_CULTIVATION"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f9d521a30e4eed1ed7c8b3ab19d970c66e69e52194ef51d3ae533ea214ecd0bc
TAL_FLOWERS_REMOVING_THE_BLOSSOM,Removing the Blossom,Flowers,tianxia.sphere.flowers,structural_label,STRUCTURAL_HEADING,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:31322: structural_label.,source_verified_state_rule_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: SECRET FLOWER INHERITANCE > Blossom of the Final Breath > Removing the Blossom""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: SECRET FLOWER INHERITANCE > Blossom of the Final Breath > Removing the Blossom""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_REMOVING_THE_BLOSSOM"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",2eaa5bfcec4520b786b4839a3f6f1244bcf5ed8695acdbea163cb159a9d76385
TAL_FLOWERS_RESTORATION,Restoration,Flowers,tianxia.sphere.flowers,structural_label,STRUCTURAL_HEADING,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:31067: structural_label.,source_verified_augment_modifier_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom > Restoration""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom > Restoration""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_RESTORATION"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",34462a4a7f5abed1fc86fe35673a6aed1f296b1234e40abfbf74d00cec065883
TAL_FLOWERS_ROOTED_GARDEN,Rooted Garden,Flowers,tianxia.sphere.flowers,variant_expression,VARIANT_EXPRESSION,false,false,The canonical packet type source_verified_variant_scripture_packet explicitly identifies a non-Talent source role.,source_verified_variant_scripture_packet,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: OPTIONAL FLOWER CULTIVATION VARIANTS > Rooted Garden""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: OPTIONAL FLOWER CULTIVATION VARIANTS > Rooted Garden""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_ROOTED_GARDEN"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5495a3549f62288562c264c49ef8e651d817b1ccba92535d1480141b3af0d5f5
TAL_FLOWERS_SCENTED_TRACE,Scented Trace,Flowers,tianxia.sphere.flowers,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30754: actual_talent.,source_verified_packet_action_row,source_verified_packet_action_row,"[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Scented Trace - Blossom""]","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: MORTAL REALM FLOWER TALENTS > Scented Trace - Blossom""]}",null,"{""source_anchor"":""record:TAL_FLOWERS_SCENTED_TRACE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c297c78c66a77df83ca4114bea4dcdcb87f4040c778491c79fb96796892047c4
