candidate_record_id,display_name,source_label,cat1_classification,reason,source_context,included_in_canonical_selectable_registry
TAL_BRUTE_BODY_CHECK,Body Check,Brute,GENERATED_OR_PROJECTION_ROW,The phrase appears only in prose; no exact selectable heading establishes a Talent identity.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[{""line"":24192,""text"":""body checks, trips, shoulder bumps, stumbling kicks, elbows, palms, knees, and similar bodily strikes.""}]}",false
TAL_BRUTE_KNOCKBACK,Knockback Strike,Brute,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_BRUTE_SMASH_DISARM,Smash Disarm,Brute,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_C09_GM_LEDGER,GM Corruption/Forbidden Ledger Row,Universal C09,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_CHAINS_ANCHOR_LINK_BASE,Anchor the Link,Chains,BASE_SPHERE_ABILITY,Exact source heading identifies a base Sphere ability/technique rather than a trained Talent.,"{""declared_source_refs"":[""Sphere compendium Chains global lines 13894-14052; core rules and base abilities at local C02 chains excerpt lines 245-336.""],""exact_name_heading_hits"":[{""heading"":""### Base Ability: Anchor the Link"",""line"":14686}],""exact_name_nonheading_hits"":[{""line"":14385,""text"":""Resource: Stamina for embodied martial chains; normal Path CP for power-chain expressionsCore Chassis: Links, Tethers, Bound, Anchored, Chain Objects, and Chain DomainsCore Abilities: Chain Lash, Set the Tether, Anchor the Link""},{""line"":14714,""text"":""Anchor the Link is the defensive and containment ability of Chains. Most rescue, anti-teleport, battlefield-control, and prison talents modify this ability.""},{""line"":14728,""text"":""Lash. Modifies Chain Lash.Tether. Modifies Set the Tether or creates a Tether.Anchor. Modifies Anchor the Link or Anchored.Prison. Creates containment, wards, or imprisonment.Rescue. Protects allies through chain movement or anchoring.Spirit. Affects spirits, possession, Incorporeal creatures, or soul movement.Domain. Creates a field of chain authority.Project. Creates a downtime, sect, or site-scale chain structure.Restricted. Requires specialized training, sect permission, or GM approval.Forbidden. Socially condemned or dangerous in most orthodox contexts.""},{""line"":15294,""text"":""While sealed, the target counts as linked for your Link-Sense and Anchor the Link. In addition, the first time each round the target attempts to teleport, become Incorporeal, possess another creature, or leave its body, it must succeed on a Charisma saving throw against your Cultivation Save DC or the attempt fails.""},{""line"":16026,""text"":""You gain Anchor the Link improvements: once per short rest, you may use Anchor the Link without spending CP.""},{""line"":16228,""text"":""When Anchor the Link protects an ally:""}]}",false
TAL_CHAINS_CHAIN_LASH_BASE,Chain Lash,Chains,BASE_SPHERE_ABILITY,Exact source heading identifies a base Sphere ability/technique rather than a trained Talent.,"{""declared_source_refs"":[""Sphere compendium Chains global lines 13894-14052; core rules and base abilities at local C02 chains excerpt lines 245-336.""],""exact_name_heading_hits"":[{""heading"":""### Base Ability: Chain Lash"",""line"":14618}],""exact_name_nonheading_hits"":[{""line"":14385,""text"":""Resource: Stamina for embodied martial chains; normal Path CP for power-chain expressionsCore Chassis: Links, Tethers, Bound, Anchored, Chain Objects, and Chain DomainsCore Abilities: Chain Lash, Set the Tether, Anchor the Link""},{""line"":14644,""text"":""Once per turn when Chain Lash hits, choose one minor link effect:""},{""line"":14656,""text"":""Chain Lash is the default attack expression of the sphere. Most offensive Chains talents modify Chain Lash, trigger after Chain Lash hits, or replace the minor link effect.""},{""line"":14728,""text"":""Lash. Modifies Chain Lash.Tether. Modifies Set the Tether or creates a Tether.Anchor. Modifies Anchor the Link or Anchored.Prison. Creates containment, wards, or imprisonment.Rescue. Protects allies through chain movement or anchoring.Spirit. Affects spirits, possession, Incorporeal creatures, or soul movement.Domain. Creates a field of chain authority.Project. Creates a downtime, sect, or site-scale chain structure.Restricted. Requires specialized training, sect permission, or GM approval.Forbidden. Socially condemned or dangerous in most orthodox contexts.""},{""line"":14882,""text"":""Trigger: A creature you can see is hit by a melee attack, ranged attack, or Chain Lash-like attack""},{""line"":14958,""text"":""Your Chain Lash hits with heavier momentum.""},{""line"":14960,""text"":""Once per turn when Chain Lash hits, you may add your key ability modifier to the damage if it is not already included.""},{""line"":14962,""text"":""In addition, when Chain Lash pulls or pushes a target, increase the movement by 5 feet if the target is no more than one size larger than you.""},{""line"":15114,""text"":""Trigger: You hit a creature with Chain Lash or a melee attack""},{""line"":15228,""text"":""Trigger: Chain Lash hits a creature holding a weapon, focus, shield, tool, talisman, or similar object""}]}",false
TAL_CHAINS_MERIDIAN_CHAIN_LOCK,Meridian Chain Lock,Chains / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Chains Core/Nascent talents global lines 14784-15390; local C02 chains excerpt lines 891-1510.""],""exact_name_heading_hits"":[{""heading"":""### Meridian Chain Lock"",""line"":15490}],""exact_name_nonheading_hits"":[]}",false
TAL_CHAINS_SET_TETHER_BASE,Set the Tether,Chains,BASE_SPHERE_ABILITY,Exact source heading identifies a base Sphere ability/technique rather than a trained Talent.,"{""declared_source_refs"":[""Sphere compendium Chains global lines 13894-14052; core rules and base abilities at local C02 chains excerpt lines 245-336.""],""exact_name_heading_hits"":[{""heading"":""### Base Ability: Set the Tether"",""line"":14658}],""exact_name_nonheading_hits"":[{""line"":14385,""text"":""Resource: Stamina for embodied martial chains; normal Path CP for power-chain expressionsCore Chassis: Links, Tethers, Bound, Anchored, Chain Objects, and Chain DomainsCore Abilities: Chain Lash, Set the Tether, Anchor the Link""},{""line"":14682,""text"":""You may use Set the Tether to pull an unattended object weighing no more than 25 pounds x your CL up to 20 feet toward you.""},{""line"":14684,""text"":""Set the Tether is the main binding and positioning ability. Most restraint, pulling, prison, and link talents modify this ability.""},{""line"":14728,""text"":""Lash. Modifies Chain Lash.Tether. Modifies Set the Tether or creates a Tether.Anchor. Modifies Anchor the Link or Anchored.Prison. Creates containment, wards, or imprisonment.Rescue. Protects allies through chain movement or anchoring.Spirit. Affects spirits, possession, Incorporeal creatures, or soul movement.Domain. Creates a field of chain authority.Project. Creates a downtime, sect, or site-scale chain structure.Restricted. Requires specialized training, sect permission, or GM approval.Forbidden. Socially condemned or dangerous in most orthodox contexts.""},{""line"":14748,""text"":""You use Set the Tether as a tighter binding.""},{""line"":14770,""text"":""You use Set the Tether to drag a target or object.""},{""line"":14992,""text"":""You upgrade Set the Tether into a sustained shackle.""},{""line"":15214,""text"":""You target one flying creature with Set the Tether.""},{""line"":15448,""text"":""As a Bonus Action, you command it to Attack, Dash, Dodge, Grapple, Help, Shove, or use Set the Tether with your Cultivation Save DC. Without a command, it Dodges.""},{""line"":16006,""text"":""Whenever you use Set the Tether, Chain Lash at range, or a talent that creates a Tether, you must attach the chain to one of the following:""}]}",false
TAL_CHAKRA_UNIVERSAL_BLOCKED_WHEEL,Blocked Wheel Strain Contract,Chakra Universal,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_CHAKRA_UNIVERSAL_BURST_RISK,Burst-Risk Overdraw Contract,Chakra Universal,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_CHAKRA_UNIVERSAL_OPEN_WHEEL,Open Wheel State Contract,Chakra Universal,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_CHI_IMBUEMENT_TOOL_STRIKE,Chakra-Touched Arsenal,Chakra Imbuement,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_CHI_IMBUEMENT_WEAPON_CHANNEL,Weapon Channel,Chakra Imbuement,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_CHI_REACTION_SNAP,Reaction Chakra Snap,Chakra Imbuement,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DARK_DARK_SLAUGHTER_ALIAS,Dark Slaughter Alias Guard,Dark,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DEATH_BONE_GENERAL,Bone General,Death,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Death :: Core Formation Realm Talents > Bone General - Command""],""exact_name_heading_hits"":[{""heading"":""#### Bone General - Command"",""line"":19529},{""heading"":""#### Bone General"",""line"":20158}],""exact_name_nonheading_hits"":[{""line"":19944,""text"":""Prerequisite: Bone General, CL 15+""}]}",false
TAL_DISEASE_FEVER,Fever Tax,Disease,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DISEASE_HEAL_THROTTLE,Contagious Suppression,Disease,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DISEASE_INCUBATION,Incubation,Disease,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[{""line"":21536,""text"":""Alchemy. Alchemy prepares durable medicines, pills, toxins, antidotes, reagents, incubation chambers, and treatment protocols. Disease is active cultivation of infection and quarantine. Alchemy can support Disease, but Disease does not automatically create pills or laboratory materials.""}]}",false
TAL_DISEASE_PLAGUE,Plague Spread,Disease,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[{""line"":52018,""text"":""A Life cultivator can maintain a ledger of Pulse Seal treatments in a sect infirmary. Over downtime, this may justify improved recovery for disciples, reduced plague spread, safer breakthrough care, and better diagnosis of unusual poisons.""}]}",false
TAL_DISEASE_PURGE,Purge Window,Disease,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DRAIN_HOLLOW_STAIN,Hollow Stain,Drain,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DRAIN_SIPHON_LEDGER,Chakra Siphon Ledger,Drain,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DRAIN_VITAL_IMBALANCE,Vital Imbalance Drain Rider,Drain,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_DREAM_DREAM_BEAST,Dream Beast,Dreams,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Dreams lines 21993-22837: core rules, mortal/core/nascent Dreams talents.""],""exact_name_heading_hits"":[{""heading"":""#### Dream Beast - Unique Dreams Talent"",""line"":23568},{""heading"":""##### Dream Beast"",""line"":23584}],""exact_name_nonheading_hits"":[]}",false
TAL_DREAM_DREAM_SEED,Dream Seed,Dreams,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Dreams lines 21993-22837: core rules, mortal/core/nascent Dreams talents.""],""exact_name_heading_hits"":[{""heading"":""#### Dream Seed"",""line"":22849},{""heading"":""#### Dream Seed"",""line"":22927}],""exact_name_nonheading_hits"":[{""line"":22843,""text"":""The Sphere of Dreams cultivates symbols, sleep, subconscious pressure, and lucid passage. Its practitioners plant Dream Seeds, create Dreamscapes, soothe allies, frighten enemies, and walk roads that exist only while the waking world loosens its grip.""},{""line"":22851,""text"":""A Dream Seed is a symbolic impression planted in one creature’s subconscious.""},{""line"":22853,""text"":""A Dream Seed is not a visible mark.""},{""line"":22859,""text"":""a Dream Seed on an awake unwilling creature lasts until the start of your next turn;""},{""line"":22861,""text"":""a Dream Seed on a willing or sleeping creature lasts for 1 hour;""},{""line"":22863,""text"":""a creature may bear only one of your Dream Seeds at a time;""},{""line"":22865,""text"":""a Dream Seed allows you to use Seed talents on that creature;""},{""line"":22867,""text"":""a Dream Seed ends if a talent consumes it. A sleeping creature does not automatically wake when a Dream Seed is planted.""},{""line"":22943,""text"":""Apply Dream Seed automatically.""},{""line"":22945,""text"":""The Dream Seed lasts for 1 hour.""}]}",false
TAL_DUAL_WIELDING_PAIR_TALENTS,Pair Talents,Dual Wielding,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Dual Wielding :: Core Dual Wielding Rules > Pair Talents""],""exact_name_heading_hits"":[{""heading"":""#### Pair Talents"",""line"":25251},{""heading"":""#### Pair Talents"",""line"":25353}],""exact_name_nonheading_hits"":[{""line"":25493,""text"":""cannot receive Pair talents unless another feature explicitly allows it.""},{""line"":25569,""text"":""You may apply one Pair talent to each of these attacks, but the two Pair talents must be different.""},{""line"":25643,""text"":""Pair talents;""}]}",false
TAL_EARTH_CHURN_DIFFICULT_TERRAIN,Churn Earth Difficult Terrain,Earth,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_EARTH_FISSURE_FALL_VERTICALITY,Fissure Fall Verticality,Earth,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_EARTH_RAISE_COVER_OBJECT_DURABILITY,Raised Cover Object Durability,Earth,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_EARTH_SPIKE_HAZARD_DAMAGE,Earth Spike Hazard Damage,Earth,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FENCING_PARRY_RIPOSTE,Parry-Riposte,Fencing,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FENCING_PRECISION_LUNGE,Precision Lunge,Fencing,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FLOWERS_FRAGRANCE,Fragrance,Flowers,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: Core Flower Rules > Fragrance""],""exact_name_heading_hits"":[{""heading"":""#### Fragrance"",""line"":30556},{""heading"":""#### Fragrance"",""line"":30641},{""heading"":""##### Lingering Fragrance"",""line"":30659},{""heading"":""#### Fragrant Veil - Fragrance"",""line"":30665},{""heading"":""#### Fragrance Talents"",""line"":30685},{""heading"":""#### Soporific Pollen - Fragrance"",""line"":30820},{""heading"":""#### Calming Perfume - Fragrance"",""line"":30838},{""heading"":""#### Poison Blossom - Fragrance"",""line"":30850},{""heading"":""#### Beguiling Perfume - Fragrance"",""line"":30872},{""heading"":""#### Layered Bouquet - Fragrance Augment"",""line"":30918},{""heading"":""#### Qi Cultivation - Living Fragrance"",""line"":31408}],""exact_name_nonheading_hits"":[{""line"":8450,""text"":""Qi Cultivation. A Qi Cultivator expresses Beauty through refined aura, fragrance, color, light, movement, cultivated clothing, flower wind, artful qi shaping, talismanic presentation, or elegant pressure. Qi Cultivators may project Beauty outward normally through legal sphere effects.""},{""line"":9324,""text"":""You may use presentation, costume, ritual posture, music, fragrance, calligraphy, rank tokens, banners, or ceremonial arrangement as supporting components for a noncombat project.""},{""line"":21534,""text"":""Flowers / Verdant Growth. Flowers and Verdant Growth provide pollen, spores, fragrances, medicinal blooms, plant life, and parasitic blossoms. Disease defines the infection pattern. Flowers may deliver or express that pattern.""},{""line"":30508,""text"":""Sphere Type: Power / Nature / Fragrance / Influence Sphere""},{""line"":30514,""text"":""Resource: CP, Blossoms, Fragrances, pollen or scent markers, medicinal blooms, poison blooms, and Concentration when a talent says so""},{""line"":30516,""text"":""Core Chassis: Blossoms, Bloom timing, Fragrance effects, support/control/poison/concealment branches""},{""line"":30518,""text"":""Flowers cultivates growth, fragrance, medicine, pollen, and delayed bloom. Its basic loop is to plant Blossoms, choose when they bloom, and shape drifting Fragrances into support, control, poison, or concealment.""},{""line"":30558,""text"":""A Fragrance is a drifting spiritual pollen cloud.""},{""line"":30562,""text"":""a Fragrance occupies a 15-foot-radius sphere;""},{""line"":30564,""text"":""a Fragrance uses Concentration;""}]}",false
TAL_FLOWERS_SPIRIT_LOTUS,Spirit Lotus,Flowers,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Flowers :: CORE FORMATION REALM FLOWER TALENTS > Spirit Lotus - Blossom""],""exact_name_heading_hits"":[{""heading"":""#### Spirit Lotus - Blossom"",""line"":31045},{""heading"":""##### Spirit Lotus"",""line"":31055}],""exact_name_nonheading_hits"":[{""line"":31276,""text"":""Ten-Thousand Bloom Scripture does not allow the same creature to benefit from Medicinal Blossom or Spirit Lotus Restoration more often than normal.""},{""line"":31400,""text"":""When using Medicinal Blossom or Spirit Lotus:""},{""line"":31458,""text"":""When using Medicinal Blossom or Spirit Lotus:""}]}",false
TAL_FORCE_SET_ANCHOR,Set Anchor,Force,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Force :: CORE FORCE RULES > Set Anchor""],""exact_name_heading_hits"":[{""heading"":""### Set Anchor"",""line"":32320},{""heading"":""### Set Anchor"",""line"":32405}],""exact_name_nonheading_hits"":[{""line"":32340,""text"":""An unwilling creature is not a legal target for Set Anchor.""},{""line"":32407,""text"":""Set Anchor follows the rules above.""},{""line"":32481,""text"":""An Anchor talent modifies Set Anchor or adds a new way to use Pressure Anchors.""},{""line"":32826,""text"":""Increase Set Anchor range to 60 feet.""},{""line"":32828,""text"":""When you use Set Anchor, create up to two external Pressure Anchors instead of one. Each anchor must have a separate legal target within range.""},{""line"":33374,""text"":""Increase Set Anchor range by 30 feet.""},{""line"":33414,""text"":""Increase Set Anchor range by 30 feet.""},{""line"":33514,""text"":""When using Set Anchor, create one additional external Pressure Anchor with a separate legal target within range.""},{""line"":52826,""text"":""Target: One formation node, qi construct, ward anchor, talisman array point, summoned asset anchor, or temporary technique-state you can see""},{""line"":53012,""text"":""- You may treat visible non-Secret formation nodes, talisman circuits, qi constructs, and summoned asset anchors within 120 feet as Conductive.""}]}",false
TAL_FORMATION_ANCHOR_OBJECT_FIELD_LEDGER,Formation Anchor Object/Field Ledger,Formations,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FORMATION_AREA_SUPPORT_BOUNDARY,Formation Area Support Boundary,Formations,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FORMATION_DISRUPTION_COUNTERPLAY,Formation Disruption Counterplay,Formations,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FORMATION_OBJECT_STEP_SEQUENCE,Formation Object Step Sequence,Formations,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FORMATION_SUSTAIN_CONCENTRATION_OR_RESOURCE_LEDGER,Formation Sustain Concentration/Resource Ledger,Formations,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_FORMATION_TRIGGER_REACTION_WINDOW,Formation Trigger Reaction Window,Formations,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_GLASS_FRAGILE_OBJECT_DURABILITY,Fragile Glass Object Durability,Glass,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_GLASS_MIRROR_COVER_OBSCUREMENT,Glass Mirror Cover Obscurement,Glass,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_GLASS_REFRACTION_COVER_OBSCUREMENT,Refraction Cover Obscurement,Glass,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_GLASS_SHARD_HAZARD_DAMAGE,Glass Shard Hazard Damage,Glass,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_GRAVITY_EXTERNAL_WEIGHT_SHIFT,External Weight Shift,Gravity,BASE_SPHERE_ABILITY,Exact source heading identifies a base Sphere ability/technique rather than a trained Talent.,"{""declared_source_refs"":[""Sphere compendium Gravity global lines 33981-34138; base Weight Shift / Weighted Strike / External Weight Shift local excerpt lines 168-268.""],""exact_name_heading_hits"":[{""heading"":""### Base Technique - External Weight Shift"",""line"":36194}],""exact_name_nonheading_hits"":[{""line"":35958,""text"":""Core Chassis: Weight Shift, Spatial Awareness of down/anchor pressure, Weighted Strike, External Weight Shift""},{""line"":37061,""text"":""Once per turn, reduce the cost of Gravitic Pull, Gravitic Push, External Weight Shift, or Gravity Well by 1 Qi, minimum 0.""}]}",false
TAL_GRAVITY_WEIGHTED_STRIKE,Weighted Strike - Heavying Blow,Gravity,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[""Sphere compendium Gravity global lines 33981-34138; base Weight Shift / Weighted Strike / External Weight Shift local excerpt lines 168-268.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
